SUBST�NCIA;PF 17% ALC;PF 17;TIPO DE PRODUTO;COMERCIALIZA��O 2019
"PERINDOPRIL ARGININA;BESILATO DE ANLODIPINO";21,88;25,13;Novo;Não
CAPECITABINA;427,51;427,51;Similar;Não
"LANSOPRAZOL;CLARITROMICINA;AMOXICILINA TRI-HIDRATADA";142,14;142,14;Genérico;Não
LORATADINA;18,34;21,07;Similar;Não
"ETINILESTRADIOL;DROSPIRENONA";95,11;95,11;Similar;Não
"SULFATO DE NEOMICINA;CETOCONAZOL;DIPROPIONATO DE BETAMETASONA";15,24;17,51;Genérico;Sim
RISPERIDONA;55,25;55,25;Genérico;Não
ARIPIPRAZOL;132,67;132,67;Genérico;Não
IBUPROFENO;8,77;10,07;Genérico;Não
CLORIDRATO DE SERTRALINA;48,30;48,30;Genérico;Não
CLORETO DE SÓDIO;125,80;125,80;Específico;Sim
MIRTAZAPINA;528,28;528,28;Genérico;Não
MESSALAZINA;213,24;213,24;Genérico;Não
BROMAZEPAM;14,51;14,51;Similar;Sim
DICLOFENACO DIETILAMÔNIO;11,06;12,70;Genérico;Sim
LINEZOLIDA;1923,98;1923,98;Genérico;Não
HEMIFUMARATO DE QUETIAPINA;159,17;159,17;Similar;Não
"CLORIDRATO DE CICLOBENZAPRINA;CAFEÍNA ANIDRA";15,30;17,57;Novo;Sim
"FUMARATO DE TENOFOVIR DESOPROXILA;LAMIVUDINA";;;Novo;Não
ACETATO DE ULIPRISTAL;25,47;29,26;Novo;Não
"ETONOGESTREL;ETINILESTRADIOL";190,84;190,84;Novo;Não
CLORIDRATO DE IRINOTECANO TRIIDRATADO;16251,44;16251,44;Similar;Não
"VALSARTANA;BESILATO DE ANLODIPINO";44,80;44,80;Genérico;Sim
MIDAZOLAM;602,16;602,16;Similar;Sim
DESOGESTREL;49,93;49,93;Similar;Não
COLECALCIFEROL;3,65;4,19;Específico;Sim
CLORIDRATO DE TRAMADOL;28,63;28,63;Genérico;Não
EVEROLIMO;3898,88;3898,88;Genérico;Sim
INSULINA HUMANA;;;Biológico;Não
ACETATO DE CIPROTERONA;248,86;248,86;Novo;Sim
ATENOLOL;27,37;27,37;Genérico;Não
FULVESTRANTO;4731,52;4731,52;Genérico;Não
"ETINILESTRADIOL;DROSPIRENONA";99,66;99,66;Similar;Sim
OLANZAPINA;55,23;55,23;Similar;Sim
DIPIRONA;49,09;56,39;Similar;Sim
ATORVASTATINA CÁLCICA;76,25;76,25;Similar;Sim
ALFA-ALBUTREPENONACOGUE;1908,53;2192,39;Biológico;Não
ALBUMINA HUMANA;569,42;569,42;Biológico;Não
BROMIDRATO DE GALANTAMINA;592,19;592,19;Similar;Não
VORICONAZOL;522,43;522,43;Genérico;Não
CLORIDRATO DE CIMETIDINA;46,36;46,36;Similar;Não
LEFLUNOMIDA;;;Genérico;Sim
CLORETO DE POTÁSSIO;169,52;169,52;Específico;Sim
OLANZAPINA;139,47;139,47;Genérico;Não
SUCCINATO DE DESVENLAFAXINA MONOIDRATADO;129,39;129,39;Novo;Sim
MALEATO DE ENALAPRIL;443,24;443,24;Similar;Não
"CETOCONAZOL;DIPROPIONATO DE BETAMETASONA";19,80;22,75;Genérico;Sim
ROSUVASTATINA CÁLCICA;190,22;190,22;Genérico;Não
CLORIDRATO DE CICLOBENZAPRINA;4,06;4,66;Novo;Não
DIVALPROATO DE SÓDIO;50,05;50,05;Genérico;Não
DICLORIDRATO DE TRIMETAZIDINA;17,08;17,08;Genérico;Não
CLORIDRATO DE CLINDAMICINA MONOIDRATADO;102,13;102,13;Novo;Sim
CIPROFIBRATO;19,57;19,57;Genérico;Não
LIDOCAÍNA;16,58;16,58;Novo;Não
"MALEATO DE CLORFENIRAMINA;PARACETAMOL;CLORIDRATO DE FENILEFRINA";15,30;17,57;Similar;Não
DICLORIDRATO DE TRIMETAZIDINA;34,18;34,18;Genérico;Não
"CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO;DIPIRONA";19,09;21,93;Similar;Sim
ÁCIDO URSODESOXICÓLICO;23,83;23,83;Novo;Não
DULAGLUTIDA;80,73;92,74;Biológico;Não
"NICOTINAMIDA;ACETATO DE RACEALFATOCOFEROL;PALMITATO DE RETINOL;RIBOFLAVINA;DEXPANTENOL;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;COLECALCIFEROL";447,07;447,07;Específico;Sim
ATORVASTATINA CÁLCICA;290,69;290,69;Similar;Sim
"HIDROCLOROTIAZIDA;MALEATO DE ENALAPRIL";32,42;32,42;Novo;Não
SERENOA REPENS (BARTRAM) J.K.SMALL;56,49;64,89;Fitoterápico;Não
DIAZEPAM;8,17;8,17;Similar;Não
AMOXICILINA TRI-HIDRATADA;27,45;27,45;Genérico;Não
ESTOLATO DE ERITROMICINA;21,69;21,69;Similar;Não
"BESILATO DE ANLODIPINO;LOSARTANA POTÁSSICA";108,57;108,57;Novo;Sim
CLONAZEPAM;;;Genérico;Não
PANTOPRAZOL;58,72;58,72;Similar;Sim
PROMESTRIENO;53,27;53,27;Similar;Sim
BISSULFATO DE CLOPIDOGREL;2223,65;2223,65;Genérico;Não
ADALIMUMABE;8175,84;8175,84;Biológicos;Sim
SUCCINATO DE DESVENLAFAXINA MONOIDRATADO;152,58;152,58;Similar;Sim
"SINVASTATINA;EZETIMIBA";176,41;176,41;Similar;Sim
AMOXICILINA TRI-HIDRATADA;1328,61;1328,61;Similar;Não
CANDESARTANA CILEXETILA;93,47;93,47;Similar;Não
"FENILALANINA;HISTIDINA;TREONINA;TIROSINA;GLICEROFOSFATO DE SÓDIO;ISOLEUCINA;ÁCIDO ASPÁRTICO;ÓLEO DE SOJA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;CLORETO DE MAGNÉSIO HEXAIDRATADO;ÁCIDO GLUTÂMICO;GLICOSE MONOIDRATADA;CLORETO DE CÁLCIO DIIDRATADO;ACETATO DE SÓDIO TRIIDRATADO;LEUCINA;GLICINA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;CLORETO DE POTÁSSIO;ARGININA";270,55;270,55;Específico;Sim
ABCIXIMABE;2413,32;2413,32;Novo;Não
RISPERIDONA;474,53;474,53;Similar;Sim
VORICONAZOL;3657,01;3657,01;Genérico;Sim
ACETILCISTEÍNA;19,10;21,95;Genérico;Não
TIOCOLCHICOSÍDEO;6,19;7,11;Genérico;Sim
DEFERASIROX;3414,65;3414,65;Similar;Sim
DIPIRONA;12,85;14,77;Genérico;Sim
BISSULFATO DE CLOPIDOGREL;151,29;151,29;Genérico;Sim
DALTEPARINA SÓDICA;249,80;249,80;Biológicos;Não
CITRATO DE SILDENAFILA;71,96;82,66;Similar;Não
CLORIDRATO DE VENLAFAXINA;115,77;115,77;Similar;Não
SIMETICONA;15,69;18,03;Novo;Sim
BROMIDRATO DE VORTIOXETINA;46,34;53,24;Novo;Sim
BROMIDRATO DE GALANTAMINA;209,99;209,99;Similar;Não
AMOXICILINA TRI-HIDRATADA;25,45;25,45;Genérico;Não
PAMOATO DE PASIREOTIDA;11363,13;13053,20;Novo;Não
HEMIFUMARATO DE QUETIAPINA;636,16;636,16;Similar;Sim
PERAMPANEL;336,54;386,60;Novo;Não
ÁCIDO MEFENÂMICO;15,52;15,52;Genérico;Sim
ALPRAZOLAM;16,20;16,20;Genérico;Não
CLORIDRATO DE NARATRIPTANA;14,76;14,76;Novo;Sim
DUTASTERIDA;63,52;63,52;Novo;Não
ALBUMINA HUMANA;2934,35;2934,35;Novo;Não
ORLIPASTAT;102,84;118,14;Similar;Sim
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;18,36;18,36;Genérico;Sim
CLORIDRATO DE RANITIDINA;37,10;37,10;Genérico;Sim
BIMATOPROSTA;69,41;69,41;Genérico;Sim
HEMIFUMARATO DE QUETIAPINA;53,52;53,52;Genérico;Sim
ALFANONACOGUE;1418,78;1629,80;Biológico;Não
CLORTALIDONA;11,57;11,57;Novo;Não
BROMETO DE OTILÔNIO;40,59;46,62;Novo;Sim
SUCCINATO DE METOPROLOL;174,20;174,20;Similar;Não
BUDESONIDA;6,22;6,22;Novo;Não
NIMESULIDA;94,36;94,36;Genérico;Não
CARVEDILOL;160,75;160,75;Genérico;Sim
COLECALCIFEROL;8,99;10,33;Específico;Não
"ZIDOVUDINA;LAMIVUDINA";;;Similar;Sim
ALPRAZOLAM;30,16;30,16;Genérico;Sim
LOSARTANA POTÁSSICA;28,86;28,86;Similar;Não
IBUPROFENO;10,12;11,63;Genérico;Não
COLECALCIFEROL;18,29;21,01;Específico;Não
"SILIMARINA;RACEMETIONINA";40,16;46,13;Específico;Sim
"SULFATO DE GENTAMICINA;DIPROPIONATO DE BETAMETASONA";16,06;18,45;Similar;Sim
CITRATO DE SILDENAFILA;23,41;26,89;Genérico;Sim
PIRACETAM;28,76;28,76;Similar;Sim
"CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;CLORETO DE CÁLCIO DIIDRATADO";127,77;127,77;Específico;Sim
CLORIDRATO DE SERTRALINA;79,60;79,60;Similar;Sim
CLORETO DE SÓDIO;239,00;239,00;Específico;Sim
DEFERASIROX;1063,69;1063,69;Genérico;Sim
"CLORETO DE BENZALCÔNIO;BENZOILMETRONIDAZOL;NISTATINA";24,53;28,17;Similar;Não
CICLOPIROX OLAMINA;16,79;19,29;Genérico;Sim
BETAEPOETINA;2082,47;2082,47;Similar;Sim
RISEDRONATO SÓDICO;270,40;270,40;Similar;Não
CLORIDRATO DE DULOXETINA;27,16;27,16;Genérico;Não
DIPROPIONATO DE BETAMETASONA;25,72;29,55;Novo;Sim
HIDROGENOTARTARATO DE RIVASTIGMINA;159,84;159,84;Genérico;Não
VACINA INFLUENZA TRIVALENTE (INATIVADA, SUBUNITÁRIA);44,63;44,63;Biológicos;Sim
"ETINILESTRADIOL;DROSPIRENONA";100,30;100,30;Similar;Sim
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA;36,98;36,98;Genérico;Não
ACETILCISTEÍNA;21,15;24,29;Genérico;Sim
CLORIDRATO DE DULOXETINA;58,17;58,17;Genérico;Não
TOPIRAMATO;35,13;35,13;Similar;Não
SINVASTATINA;14,20;14,20;Similar;Sim
BUTILBROMETO DE ESCOPOLAMINA;49,59;56,97;Genérico;Não
CLORIDRATO DE NORTRIPTILINA;22,48;22,48;Novo;Não
DOCETAXEL TRIIDRATADO;3173,22;3173,22;Similar;Sim
"CARBONATO DE CÁLCIO;COLECALCIFEROL";78,21;89,84;Específico;Não
TOPIRAMATO;84,41;84,41;Genérico;Não
DIMENIDRINATO;1253,78;1440,25;Novo;Não
ACETATO DE DESMOPRESSINA;214,78;214,78;Novo;Sim
DICLOFENACO COLESTIRAMINA;18,80;18,80;Genérico;Sim
DICLOFENACO SÓDICO;12,10;12,10;Similar;Não
CLORIDRATO DE DONEPEZILA;446,58;446,58;Novo;Sim
LAMOTRIGINA;645,28;645,28;Genérico;Não
GLICLAZIDA;279,00;279,00;Genérico;Sim
"HIDROCLOROTIAZIDA;LOSARTANA POTÁSSICA";44,20;44,20;Similar;Sim
CLORIDRATO DE IRINOTECANO;701,47;701,47;Similar;Não
METOTREXATO;252,58;252,58;Similar;Não
DOMPERIDONA;26,85;30,84;Similar;Sim
PANTOPRAZOL MAGNÉSICO DI-HIDRATADO;106,92;122,82;Similar;Sim
"BESILATO DE ANLODIPINO;LOSARTANA POTÁSSICA";64,04;64,04;Genérico;Não
ACETILCISTEÍNA;14,94;17,16;Genérico;Não
ACICLOVIR;53,45;53,45;Similar;Não
CLORIDRATO DE AMITRIPTILINA;9,58;9,58;Novo;Sim
EUCALIPTUS GLOBULUS  LABILL;27,75;31,88;Fitoterápico;Sim
"CLORIDRATO DE NAFAZOLINA;MALEATO DE FENIRAMINA";6,49;7,45;Similar;Não
DUTASTERIDA;123,87;123,87;Genérico;Sim
"MANITOL;SORBITOL";23,20;23,20;Específico;Não
CLORIDRATO DE DONEPEZILA;;;Genérico;Não
"CLORANFENICOL;COLAGENASE";57,19;65,69;Similar;Sim
CIPROFLOXACINO;155,45;155,45;Similar;Não
ALFAEPOETINA;193,27;193,27;Similar;Não
ARIPIPRAZOL;1224,75;1224,75;Similar;Sim
AMOXICILINA;362,82;362,82;Genérico;Sim
FULVESTRANTO;7320,37;7320,37;Similar;Sim
CLORIDRATO DE BROMEXINA;15,04;17,28;Genérico;Não
ACICLOVIR;25,12;25,12;Genérico;Sim
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;317,29;317,29;Genérico;Não
"BICARBONATO DE POTÁSSIO;UNDECILENOIL ALGINATO DE SÓDIO/TEA";15,37;17,66;Novo;Sim
ALPRAZOLAM;16,60;16,60;Genérico;Sim
"SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA";614,66;706,08;Genérico;Sim
CLORIDRATO DE CLOMIPRAMINA;67,70;67,70;Novo;Sim
SUCCINATO DE DESVENLAFAXINA MONOIDRATADO;92,57;92,57;Genérico;Sim
CITRATO DE SILDENAFILA;21,28;24,44;Genérico;Não
COLECALCIFEROL;374,88;430,64;Específico;Não
ATENOLOL;23,11;23,11;Genérico;Sim
CANDESARTANA CILEXETILA;50,27;50,27;Similar;Sim
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;96,34;96,34;Similar;Sim
SUCCINATO DE METOPROLOL;24,63;24,63;Similar;Não
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;41,14;41,14;Novo;Não
SUCCINATO DE METOPROLOL;91,52;91,52;Genérico;Não
CLORIDRATO DE NORTRIPTILINA;31,22;31,22;Novo;Não
"CETOCONAZOL;DIPROPIONATO DE BETAMETASONA";19,12;21,96;Similar;Não
FUMARATO DE DIMETILA;4914,55;5645,51;Novo;Sim
CARBAMAZEPINA;9,89;9,89;Similar;Não
IMUNOGLOBULINA HUMANA ;2931,01;2931,01;Biológico;Não
CLORIDRATO DE DONEPEZILA;155,49;155,49;Genérico;Não
CLORIDRATO DE METFORMINA;14,34;14,34;Genérico;Não
PACLITAXEL;37676,00;37676,00;Similar;Não
"CLOTRIMAZOL;ACETATO DE DEXAMETASONA";16,40;18,84;Genérico;Sim
VALSARTANA;38,16;38,16;Novo;Não
CLONAZEPAM;23,42;23,42;Genérico;Sim
ACETATO DE RACEALFATOCOFEROL;20,91;24,02;Específico;Sim
ESOMEPRAZOL MAGNÉSIO;65,37;65,37;Similar;Não
DEFLAZACORTE;65,98;65,98;Similar;Sim
ALENDRONATO DE SÓDIO TRI-HIDRATADO;38,84;38,84;Similar;Sim
LEVOFLOXACINO HEMI-HIDRATADO;72,24;72,24;Genérico;Sim
PARACETAMOL;8,85;10,17;Genérico;Sim
RISEDRONATO SÓDICO;68,10;68,10;Similar;Não
PACLITAXEL;5349,01;5349,01;Genérico;Sim
AMOXICILINA;703,08;703,08;Genérico;Sim
CLORIDRATO DE PAPAVERINA;14,85;17,05;Similar;Não
ROSUVASTATINA CÁLCICA;198,24;198,24;Similar;Sim
CLORIDRATO DE RALOXIFENO;126,55;126,55;Genérico;Não
CLORIDRATO DE TERBINAFINA;12,67;14,56;Genérico;Sim
CLORIDRATO DE NEBIVOLOL;100,84;115,84;Genérico;Não
BESILATO DE LEVANLODIPINO;75,25;86,44;Similar;Não
AMOXICILINA TRI-HIDRATADA;;;Similar;Não
CLORIDRATO DE BUPROPIONA;72,87;72,87;Genérico;Não
PIRFENIDONA;9952,49;9952,49;Similar;Não
DIVALPROATO DE SÓDIO;17,33;17,33;Genérico;Não
GADOPENTETATO DE DIMEGLUMINA;13870,00;13870,00;Novo;Sim
CLORIDRATO DE PROPAFENONA;16,08;16,08;Similar;Não
TROMETAMOL CETOROLACO ;602,20;602,20;Genérico;Não
INSULINA LISPRO;184,60;184,60;Novo;Sim
PASSIFLORA INCARNATA;14,30;16,42;Fitoterápico;Sim
VALERATO DE BETAMETASONA;16,25;18,67;Novo;Sim
DICLORIDRATO DE TRIMETAZIDINA;18,11;18,11;Genérico;Não
"CLAVULANATO DE POTÁSSIO;AMOXICILINA TRI-HIDRATADA";47,36;47,36;Similar;Sim
PREDNISOLONA;33,52;33,52;Genérico;Não
GLICOSE;293,39;293,39;Similar;Não
GLICOSE MONOIDRATADA;5,40;5,40;Específico;Não
ÁGUA PARA INJETÁVEIS;7,01;7,01;Específico;Sim
TAFAMIDIS MEGLUMINA;81037,87;93090,90;Novo;Não
"SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA";11,56;13,28;Similar;Sim
"CARBONATO DE CÁLCIO;BICARBONATO DE SÓDIO;ALGINATO DE SÓDIO";21,40;24,58;Novo;Não
SULFATO DE GLICOSAMINA;151,11;151,11;Similar;Sim
PREGABALINA;74,40;74,40;Genérico;Não
FENOBARBITAL;6,27;6,27;Similar;Não
"DAPAGLIFLOZINA;CLORIDRATO DE METFORMINA";59,97;68,89;Novo;Não
CLORIDRATO DE FEXOFENADINA;41,46;47,62;Similar;Não
DIMETICONA;12,23;14,05;Similar;Sim
ATORVASTATINA CÁLCICA;152,54;152,54;Similar;Sim
ÁCIDO VALPRÓICO;31,77;31,77;Novo;Sim
AMPICILINA SÓDICA;333,71;333,71;Similar;Sim
SINVASTATINA;43,63;43,63;Genérico;Sim
"HEMITARTARATO DE EPINEFRINA;CLORIDRATO DE LEVOBUPIVACAÍNA";261,40;261,40;Novo;Sim
"HIDROCLOROTIAZIDA;TELMISARTANA";119,52;119,52;Novo;Sim
"CARBONATO DE CÁLCIO;LACTOGLICONATO DE CÁLCIO;ÁCIDO ASCÓRBICO";12,03;13,82;Específico;Não
OXALATO DE ESCITALOPRAM;268,98;268,98;Similar;Sim
CITRATO DE SILDENAFILA;23,42;26,90;Genérico;Sim
PARACETAMOL;53,73;61,72;Genérico;Não
LEVOTIROXINA SÓDICA;7,05;7,05;Genérico;Sim
CETOCONAZOL;25,71;25,71;Similar;Sim
MELOXICAM;26,90;26,90;Similar;Sim
SULFATO FERROSO;7,48;8,59;Específico;Sim
"ETINILESTRADIOL;DROSPIRENONA";118,13;118,13;Genérico;Sim
RANOLAZINA;76,02;87,33;Novo;Sim
"CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;GLICOSE;CLORETO DE SÓDIO;CLORETO DE CÁLCIO DIIDRATADO";;;Específico;Sim
SELEXIPAGUE;8655,61;9942,99;Novo;Não
CLORIDRATO DE METFORMINA;8,52;8,52;Genérico;Sim
CLORIDRATO DE AMIODARONA;25,39;25,39;Genérico;Sim
CLORIDRATO DE METFORMINA;1,43;1,43;Genérico;Não
ETANERCEPTE;3846,78;3846,78;Biológicos;Sim
PARACETAMOL;5,40;6,20;Similar;Não
CLORIDRATO DE MEMANTINA;78,12;78,12;Genérico;Não
"DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA";18,13;20,82;Similar;Sim
"DESOGESTREL;ETINILESTRADIOL";22,07;22,07;Genérico;Sim
CLORIDRATO DE SIBUTRAMINA;41,31;47,45;Genérico;Sim
CEFALEXINA;65,48;65,48;Genérico;Sim
SELEXIPAGUE;8655,61;9942,99;Novo;Não
CARVEDILOL;26,58;26,58;Similar;Sim
AMOXICILINA TRI-HIDRATADA;12,88;12,88;Novo;Sim
SULFATO DE ZINCO HEPTAIDRATADO;504,70;579,77;Específico;Sim
CLORETO DE SÓDIO;257,41;257,41;Similar;Não
CLORIDRATO DE DONEPEZILA;;;Genérico;Não
CETOPROFENO;129,18;129,18;Similar;Não
BROMETO DE GLICOPIRRÔNIO;39,39;45,25;Novo;Sim
LISADOS BACTERIANOS (STAPHYLOCOCCUS AUREUS, STREPTOCOCCUS PYOGENES, STREPTOCOCCUS MITIS, STREPTOCOCCUS PNEUMONIAE,KLEBSIELLA PNEUMONIAE, BRANHAMELLA CATARRHALIS, HAEMOPHILUS INFLUENZAE);39,82;39,82;Biológico;Não
NITRATO DE MICONAZOL;13,72;15,76;Similar;Sim
ACETATO DE GLATIRÂMER;5164,66;5164,66;Novo;Sim
CLORIDRATO DE CICLOBENZAPRINA;30,66;35,22;Similar;Sim
MIRTAZAPINA;59,42;59,42;Genérico;Não
COLECALCIFEROL;54,89;63,06;Específico;Não
CLORIDRATO DE DULOXETINA;;;Genérico;Não
EZETIMIBA;40,82;40,82;Novo;Não
TRASTUZUMABE;10685,78;10685,78;Novo;Sim
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;921,96;921,96;Similar;Não
FLUCONAZOL;24,42;24,42;Genérico;Sim
MALEATO DE ENALAPRIL;14,17;14,17;Genérico;Sim
CLORETO DE SÓDIO;1008,70;1008,70;Específico;Não
GLIMEPIRIDA;15,81;15,81;Similar;Não
FOSFATO DISSÓDICO DE DEXAMETASONA;148,77;148,77;Genérico;Sim
TINIDAZOL;12,07;13,86;Genérico;Não
MEBUTATO DE INGENOL;247,48;284,29;Novo;Sim
CLORIDRATO DE FLUOXETINA;56,94;56,94;Genérico;Sim
TACROLIMO MONOIDRATADO;163,82;163,82;Genérico;Não
DROPROPIZINA;12,88;14,79;Similar;Não
"ENANTATO DE ESTRADIOL;ALGESTONA ACETOFENIDA";12,67;12,67;Similar;Sim
RILUZOL;1883,47;1883,47;Novo;Não
VACINA RAIVA (INATIVADA);;;Biológico;Não
IBUPROFENO;18,94;18,94;Similar;Não
"ESTRADIOL HEMI-HIDRATADO;DIDROGESTERONA";52,47;52,47;Novo;Sim
VACINA INFLUENZA TETRAVALENTE (FRAGMENTADA, INATIVADA);439,77;439,77;Biológico;Não
DICLOFENACO;64,52;64,52;Genérico;Sim
"ÁCIDO SALICÍLICO;DIPROPIONATO DE BETAMETASONA";14,15;16,25;Genérico;Sim
"CLORANFENICOL;COLAGENASE";376,59;432,60;Biológico;Não
ACICLOVIR;84,11;84,11;Genérico;Sim
CILAZAPRIL;191,37;191,37;Novo;Não
ACETATO DE MEDROXIPROGESTERONA;21,92;21,92;Similar;Não
PROPOFOL;420,76;420,76;Similar;Sim
CLORETO DE OXIBUTININA;22,21;25,52;Novo;Sim
"BUTILBROMETO DE ESCOPOLAMINA;DIPIRONA MONOIDRATADA";10,60;12,17;Novo;Sim
CETOPROFENO;6,41;6,41;Novo;Não
ATORVASTATINA CÁLCICA;16,77;16,77;Similar;Não
INSULINA GLARGINA;358,12;358,12;Biológico;Não
MALEATO ÁCIDO DE TIMOLOL;95,84;95,84;Genérico;Não
FOLINATO DE CÁLCIO;603,57;603,57;Similar;Não
AMOXICILINA TRI-HIDRATADA;28,95;28,95;Genérico;Não
DELTAMETRINA;8,18;9,39;Similar;Não
METILDOPA;16,57;16,57;Genérico;Não
"CLAVULANATO DE POTÁSSIO;AMOXICILINA TRI-HIDRATADA";135,54;135,54;Similar;Sim
DIVALPROATO DE SÓDIO;7,93;7,93;Similar;Não
VARFARINA SÓDICA;12,14;12,14;Genérico;Sim
"GESTODENO;ETINILESTRADIOL";65,42;65,42;Similar;Sim
"FUMARATO DE FORMOTEROL;DIPROPIONATO DE BECLOMETASONA";112,48;112,48;Novo;Sim
"SENNA ALEXANDRINA MILL.;CASSIA FISTULA";50,39;57,88;Fitoterápico;Não
"LORATADINA;SULFATO DE PSEUDOEFEDRINA";16,87;19,38;Similar;Não
CARVEDILOL;71,69;71,69;Genérico;Sim
CLORIDRATO DE TAPENTADOL;16,82;19,33;Novo;Não
LEVOTIROXINA SÓDICA;12,69;12,69;Novo;Não
HEMIFUMARATO DE QUETIAPINA;265,30;265,30;Similar;Não
METRONIDAZOL;14,59;14,59;Novo;Não
GLICOSE;165,46;165,46;Específico;Sim
RITUXIMABE;;;Novo;Sim
VALSARTANA;77,46;77,46;Genérico;Não
CLORIDRATO DE VANCOMICINA;550,84;550,84;Genérico;Não
SAXAGLIPTINA;94,39;94,39;Novo;Não
GINKGO BILOBA L.;28,99;33,30;Fitoterápico;Não
DIAZEPAM;;;Similar;Não
SUCCINATO DE RIBOCICLIBE;9346,08;10736,15;Novo;Sim
CLORIDRATO DE TRAZODONA;44,10;44,10;Genérico;Sim
IODETO DE POTÁSSIO;13,34;15,32;Específico;Não
"SULFATO DE NEOMICINA;CETOCONAZOL;DIPROPIONATO DE BETAMETASONA";20,72;23,80;Genérico;Sim
MONTELUCASTE DE SÓDIO;13,72;13,72;Similar;Não
CLORIDRATO DE PROPAFENONA;52,23;52,23;Genérico;Sim
"BESILATO DE ANLODIPINO;LOSARTANA POTÁSSICA";141,04;141,04;Genérico;Não
ACETATO DE DEXAMETASONA;;;Similar;Sim
ESPIRONOLACTONA;;;Genérico;Não
PACLITAXEL;750,02;750,02;Similar;Sim
AMOXICILINA TRI-HIDRATADA;25,49;25,49;Genérico;Sim
DIMESILATO DE LISDEXANFETAMINA;291,06;334,35;Similar;Não
AZATIOPRINA;84,22;84,22;Similar;Sim
ACEBROFILINA;22,88;22,88;Genérico;Sim
CLORETO DE SÓDIO;464,02;464,02;Similar;Sim
ETODOLACO;13,75;13,75;Novo;Não
"FATOR VIII DE COAGULAÇÃO;FATOR DE VON WILLEBRAND";2228,00;2559,38;Biológico;Não
"LACTATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;CLORETO DE CÁLCIO DIIDRATADO";220,08;220,08;Específico;Não
PENCICLOVIR;22,40;25,73;Similar;Sim
"ÁCIDO ACETILSALICÍLICO;ÁCIDO ASCÓRBICO";241,30;277,19;Novo;Sim
EZETIMIBA;159,35;159,35;Genérico;Sim
CLORETO DE SÓDIO;82,02;82,02;Específico;Não
CLORIDRATO DE OXIMETAZOLINA;9,74;11,18;Novo;Não
CLORIDRATO DE GENCITABINA;904,81;904,81;Similar;Sim
ÁCIDO AZELAICO;22,62;25,99;Novo;Não
ITRACONAZOL;39,36;39,36;Similar;Sim
"CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO DE DEXAMETASONA";38,02;43,67;Similar;Sim
CARVEDILOL;35,83;35,83;Genérico;Não
"HIDROCLOROTIAZIDA;LOSARTANA POTÁSSICA";71,29;71,29;Genérico;Sim
RISEDRONATO SÓDICO;307,12;307,12;Similar;Não
CARVEDILOL;122,84;122,84;Similar;Não
ÁGUA PARA INJETÁVEIS;149,17;149,17;Específico;Sim
FINASTERIDA;42,22;48,50;Genérico;Não
FENOBARBITAL;7,11;7,11;Novo;Não
CLORIDRATO DE OXIMETAZOLINA;9,07;10,42;Genérico;Sim
CLORIDRATO DE RANITIDINA;27,43;27,43;Genérico;Sim
PROTEÍNA ANTIGÊNICA DE SUPERFÍCIE (HEP. B);77,37;77,37;Biológico;Sim
"PARACETAMOL;MALEATO DE CARBINOXAMINA;CLORIDRATO DE FENILEFRINA";12,84;14,75;Similar;Sim
OXALATO DE ESCITALOPRAM;135,92;135,92;Similar;Sim
COLECALCIFEROL;2256,42;2592,03;Específico;Não
PRAVASTATINA SÓDICA;45,94;45,94;Genérico;Sim
CARBOCISTEÍNA;44,12;50,68;Novo;Não
OMEPRAZOL;41,05;41,05;Similar;Não
CLORIDRATO DE PAROXETINA;80,96;80,96;Similar;Não
GLIMEPIRIDA;20,69;20,69;Genérico;Sim
"ATENOLOL;CLORTALIDONA";21,59;21,59;Genérico;Não
DIVALPROATO DE SÓDIO;9,30;9,30;Genérico;Não
ADALIMUMABE;4087,90;4087,90;Biológicos;Sim
IMUNOGLOBULINA HUMANA ;1176,89;1176,89;Biológico;Sim
PARACETAMOL;61,79;70,98;Genérico;Não
ÁCIDO FUSÍDICO;40,25;46,24;Novo;Sim
BUDESONIDA;16,94;16,94;Novo;Não
ATENOLOL;27,37;27,37;Genérico;Sim
CLORIDRATO DE SERTRALINA;;;Genérico;Sim
"EPINEFRINA;BENZENO;MENTOL;BENZOCAÍNA";18,81;21,61;Novo;Sim
